,City,LocType,NO2,SO2,Sampling.Date,State
0,Hyderabad,"Residential, Rural and other Areas",20.05,4.800000000000001,1990-04-01,Andhra Pradesh
1,Hyderabad,"Residential, Rural and other Areas",18.6,3.6,1990-05-01,Andhra Pradesh
2,Hyderabad,"Residential, Rural and other Areas",20.9,13.1,2000-05-01,Andhra Pradesh
3,Hyderabad,"Residential, Rural and other Areas",11.45,12.149999999999999,2000-06-01,Andhra Pradesh
4,Hyderabad,"Residential, Rural and other Areas",14.350000000000001,8.55,2000-08-01,Andhra Pradesh
5,Hyderabad,"Residential, Rural and other Areas",24.900000000000002,8.25,2000-10-01,Andhra Pradesh
6,Hyderabad,"Residential, Rural and other Areas",15.55,9.6,2000-11-01,Andhra Pradesh
7,Hyderabad,"Residential, Rural and other Areas",30.15,13.25,2000-12-01,Andhra Pradesh
8,Hyderabad,"Residential, Rural and other Areas",14.75,16.4,2001-02-01,Andhra Pradesh
9,Hyderabad,"Residential, Rural and other Areas",21.2,15.55,2001-03-01,Andhra Pradesh
10,Hyderabad,"Residential, Rural and other Areas",28.25,7.55,2001-07-01,Andhra Pradesh
11,Hyderabad,"Residential, Rural and other Areas",33.7,9.2,2001-09-01,Andhra Pradesh
12,Hyderabad,"Residential, Rural and other Areas",27.8,6.85,2001-10-01,Andhra Pradesh
13,Hyderabad,"Residential, Rural and other Areas",22.25,10.1,2001-11-01,Andhra Pradesh
14,Hyderabad,"Residential, Rural and other Areas",31.4,12.25,2001-12-01,Andhra Pradesh
15,Hyderabad,"Residential, Rural and other Areas",17.9,2.8,2004-01-16,Andhra Pradesh
16,Hyderabad,"Residential, Rural and other Areas",12.5,2.8,2004-01-19,Andhra Pradesh
17,Hyderabad,"Residential, Rural and other Areas",16.3,2.8,2004-01-23,Andhra Pradesh
18,Hyderabad,"Residential, Rural and other Areas",9.1,2.8,2004-01-29,Andhra Pradesh
19,Hyderabad,"Residential, Rural and other Areas",20.7,3.3,2004-01-30,Andhra Pradesh
20,Hyderabad,"Residential, Rural and other Areas",21.8,2.4,2004-02-13,Andhra Pradesh
21,Hyderabad,"Residential, Rural and other Areas",25.2,5.0,2004-02-16,Andhra Pradesh
22,Hyderabad,"Residential, Rural and other Areas",16.5,2.8,2004-02-20,Andhra Pradesh
23,Hyderabad,"Residential, Rural and other Areas",38.6,2.8,2004-02-23,Andhra Pradesh
24,Hyderabad,"Residential, Rural and other Areas",23.8,2.4,2004-02-26,Andhra Pradesh
25,Hyderabad,"Residential, Rural and other Areas",15.9,2.4,2004-03-15,Andhra Pradesh
26,Hyderabad,"Residential, Rural and other Areas",19.9,2.4,2004-03-19,Andhra Pradesh
27,Hyderabad,"Residential, Rural and other Areas",19.6,2.4,2004-03-23,Andhra Pradesh
28,Hyderabad,"Residential, Rural and other Areas",4.5,2.8,2004-03-26,Andhra Pradesh
29,Hyderabad,"Residential, Rural and other Areas",13.5,2.4,2004-03-29,Andhra Pradesh
30,Hyderabad,"Residential, Rural and other Areas",21.1,2.8,2004-04-16,Andhra Pradesh
31,Hyderabad,"Residential, Rural and other Areas",22.2,2.4,2004-04-19,Andhra Pradesh
32,Hyderabad,"Residential, Rural and other Areas",22.1,3.2,2004-04-24,Andhra Pradesh
33,Hyderabad,"Residential, Rural and other Areas",23.7,2.4,2004-04-26,Andhra Pradesh
34,Hyderabad,"Residential, Rural and other Areas",23.0,3.8,2004-04-30,Andhra Pradesh
35,Hyderabad,"Residential, Rural and other Areas",22.3,2.4,2004-05-15,Andhra Pradesh
36,Hyderabad,"Residential, Rural and other Areas",15.4,2.8,2004-05-17,Andhra Pradesh
37,Hyderabad,"Residential, Rural and other Areas",15.1,3.3,2004-05-21,Andhra Pradesh
38,Hyderabad,"Residential, Rural and other Areas",19.0,2.8,2004-05-24,Andhra Pradesh
39,Hyderabad,"Residential, Rural and other Areas",18.3,3.2,2004-05-28,Andhra Pradesh
40,Hyderabad,"Residential, Rural and other Areas",19.9,2.6666666666666665,2004-05-31,Andhra Pradesh
41,Hyderabad,"Residential, Rural and other Areas",19.733333333333334,2.7333333333333334,2004-06-14,Andhra Pradesh
42,Hyderabad,"Residential, Rural and other Areas",18.25,3.15,2004-06-18,Andhra Pradesh
43,Hyderabad,"Residential, Rural and other Areas",16.4,2.95,2004-06-21,Andhra Pradesh
44,Hyderabad,"Residential, Rural and other Areas",17.6,2.7,2004-06-25,Andhra Pradesh
45,Hyderabad,"Residential, Rural and other Areas",12.7,2.4,2004-06-28,Andhra Pradesh
46,Hyderabad,"Residential, Rural and other Areas",17.333333333333336,2.466666666666667,2004-07-20,Andhra Pradesh
47,Hyderabad,"Residential, Rural and other Areas",20.866666666666667,2.6,2004-07-23,Andhra Pradesh
48,Hyderabad,"Residential, Rural and other Areas",15.8,2.5999999999999996,2004-07-26,Andhra Pradesh
49,Hyderabad,"Residential, Rural and other Areas",23.1,3.033333333333333,2004-07-30,Andhra Pradesh
50,Hyderabad,"Residential, Rural and other Areas",12.9,2.8,2004-08-13,Andhra Pradesh
51,Hyderabad,"Residential, Rural and other Areas",10.7,2.8,2004-08-16,Andhra Pradesh
52,Hyderabad,"Residential, Rural and other Areas",16.0,2.75,2004-08-20,Andhra Pradesh
53,Hyderabad,"Residential, Rural and other Areas",12.4,2.8,2004-08-23,Andhra Pradesh
54,Hyderabad,"Residential, Rural and other Areas",10.6,2.8,2004-08-27,Andhra Pradesh
55,Hyderabad,"Residential, Rural and other Areas",11.8,2.8,2004-08-30,Andhra Pradesh
56,Hyderabad,"Residential, Rural and other Areas",19.55,2.4,2004-09-17,Andhra Pradesh
57,Hyderabad,"Residential, Rural and other Areas",11.3,2.4,2004-09-20,Andhra Pradesh
58,Hyderabad,"Residential, Rural and other Areas",18.450000000000003,2.7,2004-09-23,Andhra Pradesh
59,Hyderabad,"Residential, Rural and other Areas",16.5,2.4,2004-09-27,Andhra Pradesh
60,Hyderabad,"Residential, Rural and other Areas",14.4,2.4,2004-10-15,Andhra Pradesh
61,Hyderabad,"Residential, Rural and other Areas",14.0,2.4,2004-10-18,Andhra Pradesh
62,Hyderabad,"Residential, Rural and other Areas",15.9,2.4,2004-10-23,Andhra Pradesh
63,Hyderabad,"Residential, Rural and other Areas",15.6,2.9,2004-10-25,Andhra Pradesh
64,Hyderabad,"Residential, Rural and other Areas",23.633333333333333,2.8666666666666667,2004-10-29,Andhra Pradesh
65,Hyderabad,"Residential, Rural and other Areas",36.03333333333333,3.033333333333333,2004-11-19,Andhra Pradesh
66,Hyderabad,"Residential, Rural and other Areas",20.3,2.8,2004-11-20,Andhra Pradesh
67,Hyderabad,"Residential, Rural and other Areas",22.9,2.9,2004-11-22,Andhra Pradesh
68,Hyderabad,"Residential, Rural and other Areas",27.53333333333333,2.6666666666666665,2004-11-23,Andhra Pradesh
69,Hyderabad,"Residential, Rural and other Areas",25.85,2.7,2004-11-26,Andhra Pradesh
70,Hyderabad,"Residential, Rural and other Areas",22.6,2.9,2004-11-27,Andhra Pradesh
71,Hyderabad,"Residential, Rural and other Areas",16.1,3.3,2004-11-29,Andhra Pradesh
72,Hyderabad,"Residential, Rural and other Areas",17.6,2.7,2004-12-13,Andhra Pradesh
73,Hyderabad,"Residential, Rural and other Areas",24.2,2.4,2004-12-17,Andhra Pradesh
74,Hyderabad,"Residential, Rural and other Areas",33.0,3.1,2004-12-20,Andhra Pradesh
75,Hyderabad,"Residential, Rural and other Areas",27.2,3.033333333333333,2004-12-21,Andhra Pradesh
76,Hyderabad,"Residential, Rural and other Areas",22.8,2.0,2004-12-27,Andhra Pradesh
77,Hyderabad,"Residential, Rural and other Areas",20.8,2.75,2004-08-17,Andhra Pradesh
78,Hyderabad,"Residential, Rural and other Areas",25.1,3.05,2004-08-24,Andhra Pradesh
79,Hyderabad,"Residential, Rural and other Areas",17.8,2.9,2004-08-26,Andhra Pradesh
80,Hyderabad,"Residential, Rural and other Areas",23.05,2.8,2004-08-31,Andhra Pradesh
81,Hyderabad,"Residential, Rural and other Areas",22.7,2.9,2004-09-16,Andhra Pradesh
82,Hyderabad,"Residential, Rural and other Areas",21.2,2.5,2004-09-21,Andhra Pradesh
83,Hyderabad,"Residential, Rural and other Areas",23.15,2.65,2004-09-28,Andhra Pradesh
84,Hyderabad,"Residential, Rural and other Areas",30.9,3.6,2004-09-29,Andhra Pradesh
85,Hyderabad,"Residential, Rural and other Areas",25.2,2.9,2004-09-30,Andhra Pradesh
86,Hyderabad,"Residential, Rural and other Areas",22.3,2.7,2004-10-19,Andhra Pradesh
87,Hyderabad,"Residential, Rural and other Areas",23.1,2.5,2004-10-21,Andhra Pradesh
88,Hyderabad,"Residential, Rural and other Areas",30.049999999999997,2.3,2004-10-26,Andhra Pradesh
89,Hyderabad,"Residential, Rural and other Areas",31.15,2.95,2004-10-28,Andhra Pradesh
90,Hyderabad,"Residential, Rural and other Areas",37.7,3.0,2004-10-30,Andhra Pradesh
91,Hyderabad,"Residential, Rural and other Areas",32.5,3.1,2004-10-31,Andhra Pradesh
92,Hyderabad,"Residential, Rural and other Areas",30.6,3.1,2004-11-16,Andhra Pradesh
93,Hyderabad,"Residential, Rural and other Areas",32.55,3.2,2004-11-21,Andhra Pradesh
94,Hyderabad,"Residential, Rural and other Areas",29.5,3.5,2004-11-24,Andhra Pradesh
95,Hyderabad,"Residential, Rural and other Areas",27.9,3.1,2004-11-25,Andhra Pradesh
96,Hyderabad,"Residential, Rural and other Areas",34.9,3.3,2004-11-30,Andhra Pradesh
97,Hyderabad,"Residential, Rural and other Areas",40.099999999999994,3.3499999999999996,2004-12-14,Andhra Pradesh
98,Hyderabad,"Residential, Rural and other Areas",34.7,3.25,2004-12-16,Andhra Pradesh
99,Hyderabad,"Residential, Rural and other Areas",30.9,3.0,2004-12-23,Andhra Pradesh
100,Hyderabad,"Residential, Rural and other Areas",32.2,3.1,2004-12-30,Andhra Pradesh
101,Hyderabad,"Residential, Rural and other Areas",17.1,3.8,2004-06-20,Andhra Pradesh
102,Hyderabad,"Residential, Rural and other Areas",23.7,2.4,2004-06-24,Andhra Pradesh
103,Hyderabad,"Residential, Rural and other Areas",20.8,2.4,2004-06-26,Andhra Pradesh
104,Hyderabad,"Residential, Rural and other Areas",18.8,2.9,2004-07-24,Andhra Pradesh
105,Hyderabad,"Residential, Rural and other Areas",20.1,2.4,2004-07-27,Andhra Pradesh
106,Hyderabad,"Residential, Rural and other Areas",20.5,2.4,2004-08-14,Andhra Pradesh
107,Hyderabad,"Residential, Rural and other Areas",20.2,2.6,2004-08-18,Andhra Pradesh
108,Hyderabad,"Residential, Rural and other Areas",23.2,2.9,2004-08-25,Andhra Pradesh
109,Hyderabad,"Residential, Rural and other Areas",20.2,3.0,2004-09-13,Andhra Pradesh
110,Hyderabad,"Residential, Rural and other Areas",29.7,2.4,2004-09-14,Andhra Pradesh
111,Hyderabad,"Residential, Rural and other Areas",22.8,2.4,2004-10-14,Andhra Pradesh
112,Hyderabad,"Residential, Rural and other Areas",29.7,3.3,2004-11-18,Andhra Pradesh
113,Hyderabad,"Residential, Rural and other Areas",30.4,2.4,2004-12-28,Andhra Pradesh
114,Hyderabad,"Residential, Rural and other Areas",37.2,3.2,2004-12-29,Andhra Pradesh
115,Hyderabad,"Residential, Rural and other Areas",12.3,2.8,2004-02-01,Andhra Pradesh
116,Hyderabad,"Residential, Rural and other Areas",7.0,2.8,2004-05-01,Andhra Pradesh
117,Hyderabad,"Residential, Rural and other Areas",11.0,2.8,2004-09-01,Andhra Pradesh
118,Hyderabad,"Residential, Rural and other Areas",19.7,2.8,2004-12-01,Andhra Pradesh
119,Hyderabad,"Residential, Rural and other Areas",19.2,2.4,2004-03-02,Andhra Pradesh
120,Hyderabad,"Residential, Rural and other Areas",23.7,2.4,2004-06-02,Andhra Pradesh
121,Hyderabad,"Residential, Rural and other Areas",20.1,2.4,2004-09-02,Andhra Pradesh
122,Hyderabad,"Residential, Rural and other Areas",18.3,2.4,2004-01-03,Andhra Pradesh
123,Hyderabad,"Residential, Rural and other Areas",19.9,2.4,2004-05-03,Andhra Pradesh
124,Hyderabad,"Residential, Rural and other Areas",20.6,2.4,2004-08-03,Andhra Pradesh
125,Hyderabad,"Residential, Rural and other Areas",20.5,2.4,2004-12-03,Andhra Pradesh
126,Hyderabad,"Residential, Rural and other Areas",16.3,2.4,2004-02-04,Andhra Pradesh
127,Hyderabad,"Residential, Rural and other Areas",15.3,2.4,2004-05-04,Andhra Pradesh
128,Hyderabad,"Residential, Rural and other Areas",21.1,2.9,2004-09-04,Andhra Pradesh
129,Hyderabad,"Residential, Rural and other Areas",21.4,2.8,2004-12-04,Andhra Pradesh
130,Hyderabad,"Residential, Rural and other Areas",22.5,2.4,2004-03-05,Andhra Pradesh
131,Hyderabad,"Residential, Rural and other Areas",30.2,2.9,2004-07-05,Andhra Pradesh
132,Hyderabad,"Residential, Rural and other Areas",20.1,2.8,2004-10-05,Andhra Pradesh
133,Hyderabad,"Residential, Rural and other Areas",9.2,2.4,2004-02-06,Andhra Pradesh
134,Hyderabad,"Residential, Rural and other Areas",20.566666666666666,3.0,2004-07-06,Andhra Pradesh
135,Hyderabad,"Residential, Rural and other Areas",19.5,2.433333333333333,2004-11-06,Andhra Pradesh
136,Hyderabad,"Residential, Rural and other Areas",11.0,2.4,2004-03-07,Andhra Pradesh
137,Hyderabad,"Residential, Rural and other Areas",13.8,2.1333333333333333,2004-02-08,Andhra Pradesh
138,Hyderabad,"Residential, Rural and other Areas",16.1,2.8499999999999996,2004-06-08,Andhra Pradesh
139,Hyderabad,"Residential, Rural and other Areas",13.6,2.8,2004-09-08,Andhra Pradesh
140,Hyderabad,"Residential, Rural and other Areas",13.95,2.2,2004-03-09,Andhra Pradesh
141,Hyderabad,"Residential, Rural and other Areas",11.5,2.4,2004-01-10,Andhra Pradesh
142,Hyderabad,"Residential, Rural and other Areas",10.8,2.4,2004-04-10,Andhra Pradesh
143,Hyderabad,"Residential, Rural and other Areas",16.9,2.4,2004-08-10,Andhra Pradesh
144,Hyderabad,"Residential, Rural and other Areas",14.7,2.4,2004-11-10,Andhra Pradesh
